Author: Key:309
Author:'peltonen' Key:3303
Author:'pember' Key:1456
Author:'penafiel' Key:5031
Author:'peng' Key:2785
Author:'pennec' Key:1709
Author:'penner' Key:3666
Author:'penrose' Key:3554
Author:'penskoi' Key:356
Author:'peow' Key:2786
Author:'perales' Key:258
Author:'peralta-salas' Key:3900
Author:'perdomo' Key:1929
Author:'pereira' Key:5853
Author:'perez' Key:846
Author:'perez-garcia' Key:3622
Author:'perline' Key:2582
Author:'perlmutter' Key:158
Author:'perrone' Key:3385
Author:'perry' Key:4370
Author:'persson' Key:2901
Author:'pertici' Key:1842
Author:'pervova' Key:924
Author:'pesco' Key:1675
Author:'pessers' Key:3524
Author:'pessoa' Key:1502
Author:'pestov' Key:4780
Author:'petalidou' Key:4894
Author:'petean' Key:1852
Author:'peter' Key:5986
Author:'peternell' Key:130
Author:'peters' Key:544
Author:'petersen' Key:3330
Author:'peterson' Key:1537
Author:'petit' Key:4829
Author:'petitot' Key:4939
Author:'petkov' Key:1994
Author:'petrache' Key:591
Author:'petrecca' Key:493
Author:'petrera' Key:5319
Author:'petri' Key:401
Author:'petropoulos' Key:4334
Author:'petrova' Key:2963
Author:'petrunin' Key:51
Author:'peutrec' Key:1521
Author:'pevzner' Key:1418
Author:'peyerimhoff' Key:1431
Author:'peyghan' Key:1795
Author:'pfaeffle' Key:5729
Author:'pfaff' Key:4654
Author:'pfeifer' Key:3379
Author:'pflaum' Key:355
Author:'pflug' Key:1777
Author:'pham' Key:570
Author:'phan' Key:1538
Author:'phien' Key:5999
Author:'philip' Key:5166
Author:'philipowski' Key:5384
Author:'philipp' Key:6036
Author:'philippe' Key:3652
Author:'phillips' Key:2194
Author:'phong' Key:945
Author:'pia' Key:2711
Author:'piazza' Key:1022
Author:'picard' Key:946
Author:'picaud' Key:759
Author:'piccinni' Key:1124
Author:'piccione' Key:610
Author:'picken' Key:10
Author:'pieterzack' Key:3815
Author:'pigati' Key:2836
Author:'pigazzini' Key:1525
Author:'pigno' Key:2473
Author:'pigola' Key:1402
Author:'pilca' Key:1862
Author:'pimentel' Key:3922
Author:'pina' Key:920
Author:'pingali' Key:1559
Author:'pinheiro' Key:1648
Author:'pinkall' Key:894
Author:'pinsonnault' Key:5454
Author:'pioli' Key:5148
Author:'pioline' Key:4459
Author:'pipoli' Key:1239
Author:'pires' Key:3095
Author:'pisani' Key:1849
Author:'piscoran' Key:2706
Author:'pisolkar' Key:5785
Author:'pistoia' Key:1721
Author:'pittman' Key:1773
Author:'piu' Key:2260
Author:'pivtoraiko' Key:4636
Author:'placini' Key:3443
Author:'plakhov' Key:1250
Author:'plansangkate' Key:3551
Author:'platis' Key:2359
Author:'plaut' Key:5307
Author:'plehnert' Key:4644
Author:'pluda' Key:1463
Author:'pocchiola' Key:5482
Author:'poddar' Key:1289
Author:'podio-guidugli' Key:2157
Author:'podobryaev' Key:808
Author:'poggesi' Key:1788
Author:'pokorny' Key:3560
Author:'pollack' Key:802
Author:'pollicott' Key:5347
Author:'polterovich' Key:404
Author:'polthier' Key:1513
Author:'polulyakh' Key:1424
Author:'polyak' Key:5277
Author:'polyakov' Key:3411
Author:'polymerakis' Key:1791
Author:'pommaret' Key:2813
Author:'pomrehn' Key:2517
Author:'ponce' Key:4820
Author:'poncin' Key:1235
Author:'ponge' Key:625
Author:'pons-llopis' Key:2671
Author:'ponte' Key:5878
Author:'pontecorvo' Key:4069
Author:'poon' Key:1946
Author:'pope' Key:3611
Author:'popescu' Key:909
Author:'popoff' Key:3384
Author:'popov' Key:672
Author:'popovici' Key:2677
Author:'portaluri' Key:2417
Author:'portegies' Key:1731
Author:'porter' Key:1114
Author:'porti' Key:2327
Author:'post' Key:4303
Author:'posteraro' Key:5521
Author:'posthuma' Key:523
Author:'potash' Key:5460
Author:'potrie' Key:637
Author:'pottmann' Key:2360
Author:'poulsen' Key:1591
Author:'povero' Key:4568
Author:'power' Key:5219
Author:'pozzetti' Key:4868
Author:'pozzi' Key:1412
Author:'prabhu' Key:4446
Author:'prado' Key:2140
Author:'praly' Key:4871
Author:'prandi' Key:1018
Author:'prasad' Key:2777
Author:'prata' Key:121
Author:'prato' Key:1971
Author:'pratoussevitch' Key:3496
Author:'presas' Key:2951
Author:'preston' Key:1203
Author:'previato' Key:1132
Author:'prieto' Key:1522
Author:'prince' Key:2025
Author:'prins' Key:3845
Author:'privat' Key:4078
Author:'pro' Key:4046
Author:'procesi' Key:4357
Author:'proctor' Key:1931
Author:'prokhorenkov' Key:2860
Author:'promislow' Key:3725
Author:'pronk' Key:1444
Author:'protasov' Key:1686
Author:'proudnikov' Key:164
Author:'prudhom' Key:1890
Author:'pruess' Key:251
Author:'przebinda' Key:648
Author:'przytycki' Key:52
Author:'puchol' Key:211
Author:'puettmann' Key:1574
Author:'pugh' Key:3279
Author:'puhle' Key:5695
Author:'pujals' Key:2069
Author:'pujia' Key:2802
Author:'pulemotov' Key:3214
Author:'pumperla' Key:4463
Author:'punzo' Key:950
Author:'purcell' Key:606
Author:'pushkar' Key:3026
Author:'putrycz' Key:655
Author:'pyber' Key:4850
Author:'pym' Key:2084
Author:'pyo' Key:1579
Author:'qi' Key:4309
Author:'qian' Key:533
Author:'qiang' Key:1896
Author:'qin' Key:5845
Author:'qing' Key:1254
Author:'qiu' Key:504
Author:'qu' Key:3864
Author:'quapp' Key:5422
Author:'quevedo' Key:5915
Author:'quick' Key:241
Author:'quintino' Key:3141
Author:'quiroga-barranco' Key:1072
Author:'racaniere' Key:2959
Author:'rade' Key:2917
Author:'rademacher' Key:1535
Author:'radermacher' Key:2039
Author:'radeschi' Key:1545
Author:'radnell' Key:5429
Author:'radnovic' Key:5075
Author:'radoux' Key:4278
Author:'radul' Key:5881
Author:'raeisi-dehkordi' Key:5887
Author:'raffaelli' Key:2508
Author:'raffero' Key:2131
Author:'rafi' Key:1873
Author:'rafiei-rad' Key:2649
Author:'rafik' Key:2973
Author:'raghavendran' Key:4930
Author:'rahimov' Key:2957
Author:'rahmati' Key:2065
Author:'rai' Key:4030
Author:'raich' Key:5288
Author:'railo' Key:2616
Author:'raimbault' Key:217
Author:'raimondo' Key:50
Author:'raina' Key:5831
Author:'rainer' Key:2002
Author:'rainone' Key:905
Author:'rajala' Key:3225
Author:'rajan' Key:2394
Author:'rajaratnam' Key:5584
Author:'ramachandran' Key:4233
Author:'ramacher' Key:3603
Author:'ramamurthy' Key:4033
Author:'ramanan' Key:3739
Author:'ramandi' Key:2809
Author:'ramirez-ospina' Key:5374
Author:'ramirez-solano' Key:5967
Author:'ramis' Key:5595
Author:'ramos' Key:1278
Author:'ramos-cuevas' Key:5700
Author:'ramras' Key:627
Author:'ran' Key:357
Author:'randal-williams' Key:653
Author:'randall' Key:2497
Author:'rangipour' Key:743
Author:'ranicki' Key:2676
Author:'ranieri' Key:1399
Author:'rao' Key:1346
Author:'rapinchuk' Key:5350
Author:'rasdeaconu' Key:573
Author:'rasmussen' Key:1594
Author:'rastegarzadeh' Key:5002
Author:'rastelli' Key:4454
Author:'rataj' Key:439
Author:'ratcliffe' Key:6013
Author:'ratiu' Key:540
Author:'ratto' Key:1953
Author:'ratzkin' Key:3078
Author:'raufi' Key:5341
Author:'rauh' Key:5580
Author:'raulot' Key:3317
Author:'rautenberg' Key:5532
Author:'ravara-vago' Key:5438
Author:'raveendran' Key:2062
Author:'rawdon' Key:4465
Author:'rawnsley' Key:4434
Author:'ray' Key:1639
Author:'rayan' Key:1665
Author:'raymond' Key:2113
Author:'razny' Key:1630
Author:'razpopov' Key:47
Author:'razumov' Key:3059
Author:'ream' Key:4768
Author:'redden' Key:1528
Author:'redou' Key:5163
Author:'reeves' Key:5196
Author:'regbaoui' Key:2591
Author:'reggiani' Key:3976
Author:'regueiro' Key:2596
Author:'reichert' Key:2462
Author:'reid' Key:2418
Author:'reid-edwards' Key:5739
Author:'reidegeld' Key:3809
Author:'reincke' Key:1197
Author:'reintjes' Key:1719
Author:'reiris' Key:3602
Author:'reis' Key:1351
Author:'reisinger' Key:5911
Author:'reitebuch' Key:1512
Author:'reiter' Key:1065
Author:'remizov' Key:521
Author:'remm' Key:5493
Author:'ren' Key:2014
Author:'rendall' Key:4352
Author:'rengifo' Key:5322
Author:'rennie' Key:675
Author:'reshetikhin' Key:3592
Author:'resnikoff' Key:4999
Author:'respondek' Key:1001
Author:'reuther' Key:1898
Author:'revoy' Key:5317
Author:'revzen' Key:117
Author:'rey' Key:3712
Author:'reyes' Key:1551
Author:'rezaei-aghdam' Key:1832
Author:'rezaii' Key:4783
Author:'reznikov' Key:4156
Author:'rhodes' Key:716
Author:'ri' Key:5941
Author:'ribeiro' Key:601
Author:'ricarte' Key:5783
Author:'richard' Key:4837
Author:'richardson' Key:2415
Author:'richmond' Key:777
Author:'richter' Key:5027
Author:'ricks' Key:4792
Author:'riera' Key:1059
Author:'riesinger' Key:5980
Author:'rifford' Key:4137
Author:'rigoli' Key:447
Author:'rigoni' Key:2556
Author:'rim' Key:5975
Author:'rimoldi' Key:594
Author:'rinaldo' Key:2560
Author:'ringers' Key:5323
Author:'rinne' Key:3461
Author:'riolo' Key:1570
Author:'rios' Key:4569
Author:'ripoll' Key:1602
Author:'riquelme' Key:1752
Author:'rischter' Key:1811
Author:'risser' Key:5529
Author:'ritter' Key:4342
Author:'riul' Key:2862
Author:'rivero' Key:4221
Author:'riviere' Key:3621
Author:'rivin' Key:2916
Author:'rizell' Key:4567
Author:'rizzi' Key:501
Author:'robbins' Key:4382
Author:'robert' Key:5359
Author:'roberto' Key:5522
Author:'roberts' Key:1252
Author:'robertson' Key:6047
Author:'robins' Key:2739
Author:'robinson' Key:4826
Author:'robles' Key:2625
Author:'rocek' Key:4545
Author:'rocha' Key:2091
Author:'rochon' Key:608
Author:'rockner' Key:2668
Author:'rockstroh' Key:5884
Author:'rodenas-pedregosa' Key:4720
Author:'rodiac' Key:4947
Author:'rodionov' Key:1846
Author:'rodnianski' Key:86
Author:'rodrigues' Key:1732
Author:'rodriguez' Key:839
Author:'rodriguez-olmos' Key:4475
Author:'roesch' Key:1612
Author:'roeser' Key:2734
Author:'roettgen' Key:5692
Author:'rogers' Key:1593
Author:'roitman' Key:4785
Author:'rojas' Key:4195
Author:'rojo' Key:3857
Author:'rolen' Key:1573
Author:'rollenske' Key:2822
Author:'rollin' Key:2932
Author:'romain' Key:4074
Author:'roman-roy' Key:4180
Author:'romano' Key:4281
Author:'romberg' Key:5959
Author:'romero' Key:2389
Author:'romik' Key:4062
Author:'romney' Key:3520
Author:'romon' Key:22
Author:'roncal' Key:4625
Author:'roncoroni' Key:2833
Author:'rong' Key:1354
Author:'roos' Key:1130
Author:'ros' Key:847
Author:'ros-oton' Key:5982
Author:'rosado' Key:1469
Author:'rosales' Key:1747
Author:'rosario-ortega' Key:1523
Author:'rose' Key:1552
Author:'rosemann' Key:690
Author:'rosenberg' Key:80
Author:'rosenberger' Key:372
Author:'rosenthal' Key:965
Author:'rosmondi' Key:2432
Author:'ross' Key:465
Author:'rossetti' Key:3189
Author:'rossi' Key:1381
Author:'rossman' Key:1321
Author:'rostami' Key:4958
Author:'rot' Key:4603
Author:'rote' Key:311
Author:'roth' Key:7
Author:'rotkiewicz' Key:99
Author:'rotman' Key:389
Author:'rouse' Key:2364
Author:'rousopoulos' Key:5839
Author:'rousset' Key:3983
Author:'rouyer' Key:5470
Author:'rovenski' Key:1477
Author:'rovi' Key:4645
Author:'rowekamp' Key:4451
Author:'rowlett' Key:657
Author:'roy' Key:797
Author:'roychowdhury' Key:2241
Author:'roytenberg' Key:235
Author:'rozell' Key:5813
Author:'ruan' Key:2926
Author:'ruas' Key:4740
Author:'ruberman' Key:2248
Author:'rubin' Key:722
Author:'rubinstein' Key:889
Author:'rubinstein-salzedo' Key:4718
Author:'rubio' Key:1127
Author:'rubtsov' Key:4343
Author:'ruddat' Key:4771
Author:'ruddy' Key:3338
Author:'rudnev' Key:2461
Author:'rudolph' Key:2680
Author:'rudyak' Key:5657
Author:'ruffini' Key:1918
Author:'ruffino' Key:3185
Author:'ruffoni' Key:2119
Author:'ruggiero' Key:4901
Author:'rugina' Key:4445
Author:'ruiz' Key:1449
Author:'ruiz-hernandez' Key:4990
Author:'rukimbira' Key:5428
Author:'rumin' Key:5671
Author:'rupert' Key:4638
Author:'rupflin' Key:1050
Author:'rush' Key:5882
Author:'rushton' Key:4487
Author:'russell' Key:359
Author:'russo' Key:4902
Author:'ruuth' Key:5885
Author:'ryabov' Key:4525
Author:'ryan' Key:1298
Author:'rybicki' Key:1277
Author:'rycroft' Key:2452
Author:'ryvkin' Key:618
Author:'saad' Key:693
Author:'saassai' Key:5518
Author:'sabau' Key:321
Author:'sabbah' Key:5299
Author:'sabinin' Key:6041
Author:'sabitov' Key:2729
Author:'sabourau' Key:2794
Author:'sabzevari' Key:1187
Author:'sacchelli' Key:2840
Author:'saccomandi' Key:4750
Author:'sachkov' Key:809
Author:'sachse' Key:5265
Author:'sacramento' Key:5067
Author:'sadegh' Key:1912
Author:'sadeghi' Key:3718
Author:'sadik' Key:2200
Author:'sadr' Key:1330
Author:'sadun' Key:4158
Author:'sadykov' Key:4365
Author:'saemann' Key:1684
Author:'saez' Key:1680
Author:'safdari' Key:5637
Author:'saffak' Key:5992
Author:'saffidine' Key:4872
Author:'safronov' Key:2085
Author:'sage' Key:5703
Author:'sageev' Key:4253
Author:'sageman-furnas' Key:3711
Author:'sagerschnig' Key:1047
Author:'saglam' Key:3090
Author:'saha' Key:2424
Author:'sahamie' Key:5726
Author:'sahay' Key:2694
Author:'sahin' Key:4998
Author:'sahlmann' Key:5562
Author:'saia' Key:3635
Author:'said' Key:2275
Author:'saini' Key:5496
Author:'saito' Key:1500
Author:'saji' Key:1824
Author:'sakai' Key:1981
Author:'sakane' Key:84
Author:'sakata' Key:103
Author:'sakatani' Key:3713
Author:'sakovich' Key:3485
Author:'saksala' Key:1063
Author:'sakurai' Key:876
Author:'salac' Key:1212
Author:'salamanca' Key:1627
Author:'salamon' Key:74
Author:'salas-brito' Key:4187
Author:'salavessa' Key:1004
Author:'salazar' Key:516
Author:'saldanha' Key:1954
Author:'saldarriaga' Key:2779
Author:'salehani' Key:5326
Author:'salehi' Key:4956
Author:'salem' Key:2570
Author:'salgado' Key:3553
Author:'salis' Key:1509
Author:'saller' Key:5121
Author:'salles' Key:4887
Author:'salnikov' Key:3448
Author:'salo' Key:2067
Author:'saloff-coste' Key:248
Author:'saltarelli' Key:5696
Author:'salur' Key:3875
Author:'salvai' Key:1876
Author:'salvatori' Key:249
Author:'salvemini' Key:5398
Author:'sambarino' Key:638
Author:'sambusetti' Key:760
Author:'samet' Key:218
Author:'samiou' Key:3853
Author:'samtaney' Key:3620
Author:'samuays' Key:3708
Author:'samvelyan' Key:1673
Author:'san' Key:6045
Author:'sanabria-codesal' Key:5858
Author:'sanchez' Key:2201
Author:'sanchez-gonzalez' Key:4721
Author:'sanchez-nungaray' Key:5296
Author:'sancho' Key:3462
Author:'sanders' Key:2309
Author:'sandon' Key:3771
Author:'sandoval' Key:2893
Author:'sandoval-romero' Key:5499
Author:'sanfelice' Key:4870
Author:'sanmartin-lopez' Key:1008
Author:'sano' Key:812
Author:'santamaria-merino' Key:2911
Author:'santana' Key:3573
Author:'santander' Key:4228
Author:'santangelo' Key:4492
Author:'santhanam' Key:5792
Author:'santi' Key:396
Author:'santillan' Key:3899
Author:'santilli' Key:2169
Author:'santisteban' Key:5286
Author:'santoprete' Key:3583
Author:'santoro' Key:611
Author:'santos' Key:1692
Author:'saracco' Key:2589
Author:'saralegi-aranguren' Key:427
Author:'saraykar' Key:4031
Author:'sardanashvily' Key:5137
Author:'sarfatti' Key:2007
Author:'sargent' Key:1799
Author:'sari' Key:4136
Author:'sarig' Key:567
Author:'sarkar' Key:243
Author:'sarlet' Key:2024
Author:'sasa' Key:4735
Author:'sasahara' Key:2224
Author:'sasaki' Key:5366
Author:'sastry' Key:118
Author:'sathaye' Key:2752
Author:'sati' Key:2054
Author:'sato' Key:2541
Author:'satoh' Key:2240
Author:'saturnino' Key:2890
Author:'sauer' Key:5036
Author:'saunders' Key:3465
Author:'sauvaget' Key:2175
Author:'savale' Key:3344
Author:'savare' Key:4242
Author:'savas-halilaj' Key:1518
Author:'saveliev' Key:1940
Author:'savelyev' Key:586
Author:'savin' Key:5204
Author:'savini' Key:2685
Author:'savo' Key:1869
Author:'savoldi' Key:4649
Author:'sawin' Key:4925
Author:'sawon' Key:3275
Author:'sayed' Key:5891
Author:'sbierski' Key:2422
Author:'scalise' Key:2598
Author:'scardua' Key:4814
Author:'scarinci' Key:1176
Author:'schabrun' Key:4304
Author:'schaefer' Key:4899
Author:'schaetz' Key:2303
Author:'schafer-nameki' Key:2874
Author:'schaffhauser' Key:1005
Author:'schapira' Key:5348
Author:'schaposnik' Key:369
Author:'scharrer' Key:2011
Author:'schein' Key:4707
Author:'schenkel' Key:513
Author:'scherzer' Key:1079
Author:'scheuer' Key:347
Author:'scheurle' Key:5186
Author:'schicho' Key:980
Author:'schick' Key:2027
Author:'schicketanz' Key:2985
Author:'schief' Key:604
Author:'schiemanowski' Key:2709
Author:'schikorra' Key:2266
Author:'schillewaert' Key:351
Author:'schilling' Key:2565
Author:'schindele' Key:3689
Author:'schioppa' Key:3294
Author:'schippers' Key:5430
Author:'schlacher' Key:5328
Author:'schlegel' Key:768
Author:'schlenk' Key:5439
Author:'schlenker' Key:125
Author:'schlichenmaier' Key:2923
Author:'schlichting' Key:5843
Author:'schlichtkrull' Key:4578
Author:'schliebner' Key:330
Author:'schlue' Key:1744
Author:'schmah' Key:5488
Author:'schmalz' Key:325
Author:'schmeding' Key:862
Author:'schmidt' Key:151
Author:'schmithuesen' Key:53
Author:'schmitt' Key:771
Author:'schmitzer' Key:5418
Author:'schmude' Key:4622
Author:'schneider' Key:1377
Author:'schnuerer' Key:5653
Author:'schoen' Key:2481
Author:'scholtes' Key:3932
Author:'schoutens' Key:3019
Author:'schrader' Key:3630
Author:'schreck' Key:4709
Author:'schrecker' Key:2796
Author:'schreiber' Key:2154
Author:'schroeder' Key:2299
Author:'schrohe' Key:1507
Author:'schubert' Key:5102
Author:'schueth' Key:869
Author:'schuett' Key:5471
Author:'schuetz' Key:5154
Author:'schulte-hengesbach' Key:5736
Author:'schultz' Key:4325
Author:'schulz' Key:2409
Author:'schulze' Key:1400
Author:'schumacher' Key:2371
Author:'schupp' Key:5866
Author:'schuster' Key:4852
Author:'schwachhoefer' Key:5223
Author:'schwartz' Key:5269
Author:'schwarz' Key:4791
Author:'schweigert' Key:5526
Author:'schweitzer' Key:5740
Author:'schygulla' Key:4413
Author:'scilla' Key:5629
Author:'scorpan' Key:5157
Author:'scott' Key:2298
Author:'scull' Key:1445
Author:'seade' Key:3979
Author:'seahra' Key:5828
Author:'searle' Key:202
Author:'seaton' Key:1932
Author:'sebastian' Key:4513
Author:'sebbar' Key:232
Author:'sechelmann' Key:1057
Author:'sedaghat' Key:5081
Author:'segatti' Key:3402
Author:'seguin' Key:2158
Author:'seiberg' Key:4517
Author:'seidel' Key:3031
Author:'seiler' Key:747
Author:'sekigawa' Key:4130
Author:'sekine' Key:4843
Author:'sekiya' Key:5910
Author:'sektnan' Key:1812
Author:'semmelmann' Key:1147
Author:'semmler' Key:4362
Author:'sena-dias' Key:1352
Author:'senapathi' Key:4762
Author:'sendov' Key:5902
Author:'sengupta' Key:1541
Author:'senni' Key:5712
Author:'senol' Key:5778
Author:'senovilla' Key:345
Author:'senyurt' Key:132
Author:'seoane-bascoy' Key:4596
Author:'sepasi' Key:4914
Author:'sepe' Key:517
Author:'seppi' Key:623
Author:'sepulchre' Key:5318
Author:'serajelahi' Key:3378
Author:'serge' Key:5591
Author:'sergeev' Key:1937
Author:'sergey' Key:4097
Author:'sergheyev' Key:3030
Author:'sergienko' Key:4065
Author:'sergyeyev' Key:3488
Author:'seri' Key:1019
Author:'series' Key:2990
Author:'serikbaev' Key:2955
Author:'serra' Key:5983
Author:'serres' Key:1712
Author:'seshadri' Key:2034
Author:'sesum' Key:2109
Author:'seto' Key:1428
Author:'setti' Key:1503
Author:'sevcovic' Key:5752
Author:'severa' Key:4556
Author:'sevim' Key:5012
Author:'seyyedali' Key:1786
Author:'shabbir' Key:3980
Author:'shachar' Key:2188
Author:'shadrin' Key:160
Author:'shah' Key:2300
Author:'shahbazi' Key:498
Author:'shahgholian' Key:3676
Author:'shahi' Key:5468
Author:'shahid' Key:2198
Author:'shahriyari' Key:5263
Author:'shahverdiyev' Key:2898
Author:'shaikh' Key:268
Author:'shanbrom' Key:1461
Author:'shankar' Key:2579
Author:'shao' Key:144
Author:'shapiro' Key:4657
Author:'shaposhnikov' Key:3949
Author:'sharafutdinov' Key:4836
Author:'sharahi' Key:4757
Author:'sharapov' Key:3753
Author:'sharfuddin' Key:2626
Author:'sharipov' Key:2584
Author:'sharma' Key:1071
Author:'sharon' Key:3867
Author:'sharp' Key:1138
Author:'shatashvili' Key:3943
Author:'shchepochkina' Key:4398
Author:'shearman' Key:3868
Author:'sheina' Key:4788
Author:'shelukhin' Key:707
Author:'shemyakova' Key:844
Author:'shen' Key:511
Author:'shenawy' Key:645
Author:'sheng' Key:104
Author:'sher' Key:405
Author:'sherman' Key:5919
Author:'shevchishin' Key:3044
Author:'shi' Key:560
Author:'shibuya' Key:4728
Author:'shiffman' Key:4580
Author:'shiga' Key:3009
Author:'shigemoto' Key:2277
Author:'shim' Key:4980
Author:'shimada' Key:4602
Author:'shin' Key:3969
Author:'shing-tung' Key:6022
Author:'shiohama' Key:5519
Author:'shioya' Key:5546
Author:'shipman' Key:6006
Author:'shirokova' Key:2937
Author:'shirrell' Key:1367
Author:'shkoller' Key:5208
Author:'shlapentokh-rothman' Key:1096
Author:'shock' Key:4989
Author:'shoda' Key:2495
Author:'shojaee' Key:4782
Author:'shonkwiler' Key:96
Author:'shonoda' Key:1481
Author:'shramov' Key:3081
Author:'shtanov' Key:3891
Author:'shu' Key:5768
Author:'shubin' Key:5151
Author:'shukert' Key:2827
Author:'shukla' Key:5593
Author:'shulkin' Key:2036
Author:'shurygin' Key:3197
Author:'shustin' Key:2931
Author:'siasos' Key:3230
Author:'sibley' Key:5553
Author:'sibner' Key:5829
Author:'siby' Key:4209
Author:'sicbaldi' Key:5300
Author:'siciliano' Key:4393
Author:'sid-ahmed' Key:4257
Author:'siddiqui' Key:2196
Author:'siebert' Key:4772
Author:'siersma' Key:4952
Author:'siffert' Key:1575
Author:'sigal' Key:5278
Author:'sigalotti' Key:61
Author:'sigurdsson' Key:1204
Author:'sikander' Key:3929
Author:'sikora' Key:2333
Author:'silberman' Key:3265
Author:'silhan' Key:5886
Author:'silhol' Key:5473
Author:'sill' Key:4055
Author:'silva' Key:814
Author:'silvares' Key:5939
Author:'silveira' Key:1017
Author:'simanca' Key:4878
Author:'simas' Key:5906
Author:'simeone' Key:3397
Author:'simon' Key:535
Author:'simonett' Key:252
Author:'simpson' Key:2045
Author:'simsek' Key:4732
Author:'sinaei' Key:2867
Author:'sinestrari' Key:1240
Author:'singer' Key:1302
Author:'singh' Key:1514
Author:'sinha' Key:1168
Author:'sinnamon' Key:3210
Author:'sipos' Key:3907
Author:'sire' Key:3318
Author:'siskind' Key:5883
Author:'sisto' Key:3123
Author:'siu' Key:2920
Author:'siuka' Key:5786
Author:'sjamaar' Key:5738
Author:'skandalis' Key:2607
Author:'skibsted' Key:3910
Author:'skinner' Key:4264
Author:'skopenkov' Key:1185
Author:'skovoroda' Key:4381
Author:'slavich' Key:919
Author:'sleigh' Key:4857
Author:'slemrod' Key:1385
Author:'slepian' Key:5732
Author:'slesar' Key:2145
Author:'slobodeanu' Key:4581
Author:'slovak' Key:3170
Author:'slupinski' Key:5849
Author:'slutskiy' Key:2382
Author:'smirnov' Key:4392
Author:'smith' Key:81
Author:'smoczyk' Key:2949
Author:'smolentsev' Key:2127
Author:'smoller' Key:5649
Author:'smulevici' Key:4414
Author:'smyth' Key:4471
Author:'snarski' Key:3403
Author:'sniatycki' Key:914
Author:'snoussi' Key:3981
Author:'so' Key:505
Author:'soares' Key:3819
Author:'sober' Key:1454
Author:'socolescu' Key:2909
Author:'sogge' Key:394
Author:'sogomo' Key:5934
Author:'soibelman' Key:5640
Author:'sokolov' Key:4337
Author:'solanes' Key:1137
Author:'solapurkar' Key:2527
Author:'soldatenkov' Key:3202
Author:'soleiman' Key:227
Author:'solgun' Key:3840
Author:'solodukhin' Key:2207
Author:'solomin' Key:4189
Author:'solomon' Key:413
Author:'somberg' Key:1180
Author:'sommer' Key:1583
Author:'son' Key:358
Author:'soncini' Key:3420
Author:'sondow' Key:4706
Author:'song' Key:100
Author:'sonnanburg' Key:2338
Author:'sorcar' Key:2877
Author:'soret' Key:5045
Author:'soria' Key:3570
Author:'soriani' Key:2385
Author:'sormani' Key:221
Author:'soroka' Key:2815
Author:'sosa' Key:1600
Author:'sothanaphan' Key:2846
Author:'sotoca' Key:4584
Author:'sotomayor' Key:2971
Author:'souam' Key:4587
Author:'soucek' Key:2038
Author:'soufi' Key:2126
Author:'souici-benhammadi' Key:4835
Author:'soultanis' Key:3580
Author:'souris' Key:1819
Author:'sousa' Key:2004
Author:'sousa-dias' Key:5548
Author:'souto' Key:1803
Author:'souza' Key:1874
Author:'spadaro' Key:3244
Author:'spaeth' Key:4651
Author:'sparks' Key:481
Author:'spatzier' Key:2534
Author:'speh' Key:4637
Author:'speight' Key:3180
Author:'sperling' Key:3571
Author:'spiegel' Key:3761
Author:'spinaci' Key:4760
Author:'spindeler' Key:3693
Author:'spindola' Key:5977
Author:'spinnler' Key:5478
Author:'spiro' Key:732
Author:'spivak' Key:1218
Author:'spolaor' Key:3629
Author:'spotti' Key:231
Author:'spreafico' Key:4385
Author:'springborn' Key:831
Author:'spruck' Key:2316
Author:'sridhar' Key:2357
Author:'srivastava' Key:875
Author:'sroka' Key:1669
Author:'srolovitz' Key:4536
Author:'ssekajja' Key:1491
Author:'stacey' Key:5925
Author:'stachura' Key:5480
Author:'stack' Key:4831
Author:'stadler' Key:1950
Author:'staffolani' Key:5691
Author:'stafford' Key:959
Author:'stamatakis' Key:485
Author:'stamou' Key:3732
Author:'stancarone' Key:3579
Author:'stanciu' Key:3729
Author:'stancu' Key:3198
Author:'stanhope' Key:1640
Author:'stantchev' Key:1014
Author:'stanton' Key:5850
Author:'starostka' Key:5544
Author:'stasheff' Key:3056
Author:'statha' Key:3293
Author:'stathakopoulos' Key:5363
Author:'staubach' Key:5431
Author:'stavrinos' Key:5097
Author:'stavrov' Key:4262
Author:'stefani' Key:2682
Author:'stefanov' Key:2237
Author:'steimle' Key:2028
Author:'steinbauer' Key:632
Author:'steinerberger' Key:4954
Author:'stel' Key:5465
Author:'stelmastchuk' Key:3574
Author:'stemmler' Key:5731
Author:'stepanov' Key:1806
Author:'sterling' Key:5484
Author:'stern' Key:1100
Author:'sternberg' Key:4107
Author:'sternin' Key:5205
Author:'stevenson' Key:3582
Author:'stewart' Key:2215
Author:'stienon' Key:41
Author:'stilgenbauer' Key:3158
Author:'stinga' Key:4626
Author:'stipsicz' Key:335
Author:'stoffel' Key:2304
Author:'stoica' Key:107
Author:'stojevic' Key:4239
Author:'stojkovic' Key:633
Author:'stolarski' Key:1115
Author:'stollmann' Key:3874
Author:'stolovitch' Key:2548
Author:'stolyarov' Key:3360
Author:'stoppa' Key:2041
Author:'stoppato' Key:4519
Author:'storm' Key:3529
Author:'stover' Key:832
Author:'stoyanov' Key:264
Author:'stoytchev' Key:2106
Author:'strachan' Key:3325
Author:'strahov' Key:5125
Author:'strambach' Key:5043
Author:'straumann' Key:5566
Author:'streets' Key:1714
Author:'strickland-constable' Key:796
Author:'strobl' Key:40
